_
Max Bruce
Willy Tarreau
Michael Sweet
Michael Sweet
Jim Manico
Eric Vyncke (evyncke)
Eric Vyncke (evyncke)
Michael Sweet
Zhong Yu
Zhong Yu
Martin Thomson
Zhong Yu
Martin Thomson
Zhong Yu
Michael Sweet
Jim Manico
Jim Manico
Walter H.
Willy Tarreau
Walter H.
Willy Tarreau
Walter H.
Max Bruce
Walter H.
Max Bruce
Eric Vyncke (evyncke)
Jim Manico
Walter H.
Walter H.
Jim Manico
Max Bruce
Max Bruce
Jim Manico
Eric Vyncke (evyncke)
Walter H.
Yoav Nir
Mike Bishop
Ilari Liusvaara
Yoav Nir
Adrien de Croy
Adrien de Croy
Martin Thomson
Adrien de Croy
Adrien de Croy
Martin Thomson
Martin Thomson
Adrien de Croy
Mike Bishop
Mike Bishop
Ryan Hamilton
Bence Béky
Martin Thomson
Ryan Hamilton
Mark Nottingham
Ryan Hamilton
Samuel Giles
Patrick McManus
Mark Nottingham
Tim Bray
Tim Bray
Mark Nottingham
Mark Nottingham
Tim Bray
Mark Nottingham
Martin Thomson
Spencer Dawkins at IETF
Martin Thomson
RFC Errata System
Julian Reschke
Tim
Paul Hoffman
Tim
Roy T. Fielding
Tim
Mark Nottingham
Mark Nottingham
Max Bruce
Martin Thomson
Mark Nottingham
Greg Wilkins
Mark Nottingham
Mark Nottingham
Patrick McManus
Ryan Hamilton
Patrick McManus
Martin Thomson
Mark Nottingham
Martin Thomson
Mark Nottingham
Mike Bishop
Erik Nygren
Martin Thomson
Mark Nottingham
Amos Jeffries
Willy Tarreau
Stephen Farrell
Poul-Henning Kamp
Poul-Henning Kamp
Willy Tarreau
Willy Tarreau
Poul-Henning Kamp
Poul-Henning Kamp
Cyrus Daboo
Amos Jeffries
Martin Thomson
Amos Jeffries
Amos Jeffries
Poul-Henning Kamp
Martin Thomson
Martin Thomson
Martin Thomson
Poul-Henning Kamp
Poul-Henning Kamp
Martin Thomson
Martin Thomson
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Martin Thomson
Martin Thomson
Willy Tarreau
Poul-Henning Kamp
John Mattsson
Martin Thomson
Michael B Allen
Isaac Boukris
Amos Jeffries
Michael B Allen
Amos Jeffries
Stephen Farrell
Ilari Liusvaara
Ilari Liusvaara
Martin Thomson
Aravindan G
Mark Nottingham
_
RFC Errata System
The IESG
Julian Reschke
_
Mark Nottingham
RFC Errata System
Amos Jeffries
_
Kathleen Moriarty
ashok malhotra
Mark Nottingham
RFC Errata System
Julian Reschke
Anton Tveretin
Mark Nottingham
_
_
RFC Errata System
Lisa Dusseault
David Morris
Roy T. Fielding
Jamie Lokier
Julian Reschke
Bjoern Hoehrmann
Julian Reschke
Bjoern Hoehrmann
Julian Reschke
Julian Reschke
David Morris
Julian Reschke
Lisa Dusseault
James M Snell
Julian Reschke
Cyrus Daboo
Cyrus Daboo
Julian Reschke
Julian Reschke
Cyrus Daboo
Julian Reschke
James M Snell
Roy T. Fielding
Lisa Dusseault
Julian Reschke
Julian Reschke
Lisa Dusseault
Julian Reschke
Lisa Dusseault
David Morris
Julian Reschke
Larry Masinter
Roy T. Fielding
_
Mark Nottingham
Roy T. Fielding
Mark Nottingham
Roy T. Fielding
Adrien de Croy
Mark Nottingham
Roy T. Fielding
Adam Barth
Adam Barth
_
Adam Barth
Adam Barth
_
Adam Barth
Adam Barth
Roy T. Fielding
Bjoern Hoehrmann
Adrien de Croy
Adam Barth
Adam Barth
Adam Barth
Daniel Stenberg
Ian Hickson
Roy T. Fielding
Adam Barth
Bjoern Hoehrmann
Robert Sayre
Adam Barth
Adam Barth
Robert Sayre
Bil Corry
Bjoern Hoehrmann
Adam Barth
Adam Barth
Adam Barth
Ian Hickson
Bjoern Hoehrmann
Robert Sayre
Adam Barth
Bil Corry
Adam Barth
Adam Barth
Bil Corry
Mark Nottingham
Adam Barth
Adrien de Croy
Adam Barth
Thomas Broyer
Robert Sayre
Adam Barth
Adam Barth
Emilio Casbas
Adrien de Croy
Adam Barth
Adrien de Croy
Larry Masinter
Adam Barth
Adrien de Croy
Adam Barth
Adam Barth
Mark Nottingham
Thomas Broyer
Adam Barth
Mark Nottingham
Adam Barth
Roy T. Fielding
Adam Barth
Amit Klein
Mark Nottingham
Eran Hammer-Lahav
Mark Baker
Phil Archer
Eran Hammer-Lahav
Phil Archer
Andreas Sewe
Eran Hammer-Lahav
Eran Hammer-Lahav
Phil Archer
Mark Nottingham
Eran Hammer-Lahav
Anne van Kesteren
Julian Reschke
Eric Lawrence
Adrian Chadd
Julian Reschke
Julian Reschke
Mark Nottingham
Mark Nottingham
?
Jonathan Rees
Julian Reschke
Jonathan Rees
Jonathan Rees
Julian Reschke
Jonathan Rees
Robert Brewer
Roy T. Fielding
Vincent Murphy
_
Robert Brewer
Adrien de Croy
Vincent Murphy
Albert Lunde
Larry Masinter
Mark Nottingham
Vincent Murphy
Julian Reschke
Vincent Murphy
Vincent Murphy
Mark Nottingham
Vincent Murphy
Julian Reschke
Albert Lunde
Vincent Murphy
Adrien de Croy
Albert Lunde
Julian Reschke
Thomas Broyer
Mark Nottingham
Bjoern Hoehrmann
Julian Reschke
Mark Nottingham
Yves Lafon
Mark Nottingham
_
_
Roy T. Fielding
_
Martin Duerst
Eran Hammer-Lahav
_
Roy T. Fielding
Julian Reschke
Adam Barth
Julian Reschke
Adam Barth
Mark Nottingham
Preethi Natarajan (prenatar)
Fred Baker
David Morris
Preethi Natarajan (prenatar)
Fred Baker
Roy T. Fielding
Fred Baker
Roy T. Fielding
Preethi Natarajan (prenatar)
Bryce Nesbitt
Lisa Dusseault
Carine Bournez
Roy T. Fielding
Mark Nottingham
Julian Reschke
David Morris
Mark Nottingham
Julian Reschke
Mark Nottingham
Julian Reschke
Yves Lafon
Asbjørn Ulsberg
Geoffrey Sneddon
Julian Reschke
_
Julian Reschke
Dan Winship
Julian Reschke
Robert Brewer
_
Mark Nottingham
Robert Brewer
Mark Nottingham
Mark Nottingham
Martin J. Dürst
Mark Nottingham
Eran Hammer-Lahav
Adrien de Croy
Eran Hammer-Lahav
Mark Nottingham
George Fletcher
Julian Reschke
Julian Reschke
Robert Brewer
Mark Nottingham
Julian Reschke
Julian Reschke
Julian Reschke
_
Mark Nottingham
Kris Zyp
Adam Roach
_
Thomas Roessler
Adam Barth
Mark Nottingham
Thomas Roessler
Adam Barth
Adrien de Croy
Robert Siemer
Adrien de Croy
Julian Reschke
Dan Winship
Mark Nottingham
Mark Nottingham
Adam Barth
Mark Nottingham
Mark Baker
Adam Barth
Adam Barth
Mark Baker
Adam Barth
David Morris
Adam Barth
Adrien de Croy
Julian Reschke
Adrien de Croy
Adam Barth
Adrien de Croy
Adam Barth
Anne van Kesteren
Daniel Stenberg
Anne van Kesteren
Julian Reschke
_
Mark Nottingham
Julian Reschke
Thomas Broyer
Thomas Broyer
Julian Reschke
Mark Nottingham
Roy T. Fielding
David Morris
Joe Orton
Amit Klein
Mark Nottingham
Mark Nottingham
Julian Reschke
Thomas Broyer
Mark Nottingham
Thomas Broyer
Barry Leiba
Mark Nottingham
Barry Leiba
Dan Wing
Barry Leiba
Ian Hickson
Mark Nottingham
Mark Nottingham
Jonathan Rees
Mark Nottingham
Roy T. Fielding
Robert Brewer
Jonathan Rees
Brian Smith
Mark Nottingham
?
Julian Reschke
Peter
Adrien de Croy
David Morris
Peter
Adrien de Croy
Peter
Jamie Lokier
Peter
Ian Hickson
Robert Brewer
Jamie Lokier
Mark Baker
Mark Nottingham
Anthony Bryan
_
Julian Reschke
Julian Reschke
_
Adrien de Croy
_
Bil Corry
Mark Nottingham
Julian Reschke
Eran Hammer-Lahav
Mark Nottingham
_
Julian Reschke
Julian Reschke
Julian Reschke
Mark Nottingham
Julian Reschke
Ray Polk
Roy T. Fielding
Ray Polk
Roy T. Fielding
Mark Nottingham
Ray Polk
Amos Jeffries
Markus Lanthaler
Eric J. Bowman
Bjoern Hoehrmann
Amos Jeffries
Markus Lanthaler
Eric J. Bowman
Ray Polk
Mark Nottingham
Poul-Henning Kamp
Peter Saint-Andre
Poul-Henning Kamp
Barry Leiba
Poul-Henning Kamp
Julian Reschke
Poul-Henning Kamp
Mark Nottingham
Willy Tarreau
tom
Poul-Henning Kamp
Julian Reschke
Poul-Henning Kamp
Julian Reschke
Brian Pane
Adrien W. de Croy
Poul-Henning Kamp
Brian Pane
patrick mcmanus
Poul-Henning Kamp
Roy T. Fielding
Mike Belshe
Poul-Henning Kamp
Mike Belshe
patrick mcmanus
patrick mcmanus
Adrien W. de Croy
Peter Saint-Andre
Mike Belshe
Adrien W. de Croy
Brian Pane
Poul-Henning Kamp
Adrien W. de Croy
Poul-Henning Kamp
Peter Saint-Andre
Adrien W. de Croy
Poul-Henning Kamp
Mike Belshe
Peter Saint-Andre
Poul-Henning Kamp
Adrien W. de Croy
Henry Story
patrick mcmanus
Ross Nicoll
Peter Saint-Andre
Ross Nicoll
Mark Watson
Henrik Frystyk Nielsen
Robert Collins
Julian Reschke
Bjoern Hoehrmann
Julian Reschke
Bjoern Hoehrmann
Julian Reschke
Bjoern Hoehrmann
Julian Reschke
Mark Nottingham
Julian Reschke
Zhong Yu
Julian Reschke
Amos Jeffries
Zhong Yu
Amos Jeffries
Zhong Yu
Roy T. Fielding
Zhong Yu
Amos Jeffries
Amos Jeffries
Adrien W. de Croy
Mike Belshe
Peter Lepeska
Willy Tarreau
Kevin Cathcart
Roberto Peon
Poul-Henning Kamp
tom
Roberto Peon
Mike Belshe
tom
Poul-Henning Kamp
Mark Nottingham
Willy Tarreau
Mark Nottingham
Willy Tarreau
Adrien W. de Croy
Poul-Henning Kamp
Adrien W. de Croy
Kevin Cathcart
Poul-Henning Kamp
Adrien W. de Croy
Adrien W. de Croy
Julian Reschke
Mark Nottingham
Julian Reschke
Mark Nottingham
Julian Reschke
Julian Reschke
Julian Reschke
Henrik Nordström
Julian Reschke
Julian Reschke
Mark Nottingham
Roy T. Fielding
Mark Nottingham
Mark Nottingham
Mark Nottingham
Zhong Yu
Mark Nottingham
Bjoern Hoehrmann
James Snell
Martin Thomson
Eric J. Bowman
Robert Sanderson
James Snell
Mike Kelly
Julian Reschke
Mike Kelly
Julian Reschke
Adrien de Croy
James M Snell
Adrien de Croy
Amos Jeffries
Philippe Mougin
Zhong Yu
Carsten Bormann
Amos Jeffries
Martin Thomson
Eric J. Bowman
Julian Reschke
Mike Kelly
Julian Reschke
Mike Kelly
Mike Kelly
Amos Jeffries
Mike Kelly
Martin Thomson
Julian Reschke
Carsten Bormann
Martin Thomson
Roy T. Fielding
Mike Kelly
Carsten Bormann
Roy T. Fielding
Julian Reschke
Roy T. Fielding
Mike Kelly
Julian Reschke
Mike Kelly
Henrik Nordström
Henrik Nordström
Adrien de Croy
Mark Nottingham
Adrien de Croy
Mark Nottingham
Henrik Nordström
Mike Kelly
Henrik Nordström
Martin Thomson
Martin Thomson
Mike Kelly
Henrik Nordström
Henrik Nordström
Mike Kelly
Julian Reschke
Mark Nottingham
Adam Barth
Martin Thomson
Julian Reschke
Mark Nottingham
Julian Reschke
Larry Masinter
Amos Jeffries
Willy Tarreau
Martin J. Dürst
Julian Reschke
Julian Reschke
Roy T. Fielding
Julian Reschke
Mark Nottingham
Mark Nottingham
Julian Reschke
Mark Nottingham
Roy T. Fielding
Julian Reschke
Martin Thomson
Mark Nottingham
Amos Jeffries
Amos Jeffries
Amos Jeffries
Amos Jeffries
Amos Jeffries
Yves Lafon
Amos Jeffries
Yves Lafon
Amos Jeffries
Adrien de Croy
Mark Nottingham
Yves Lafon
Yves Lafon
Julian Reschke
Yves Lafon
Julian Reschke
SM
Roy T. Fielding
Poul-Henning Kamp
SM
James Snell
Martin Thomson
James Snell
Martin Thomson
Cyrus Daboo
Amos Jeffries
Julian Reschke
James Snell
James Snell
James Snell
_
Dan Winship
Julian Reschke
Julian Reschke
Amos Jeffries
Julian Reschke
Bjoern Hoehrmann
Mark Nottingham
Julian Reschke
Mark Nottingham
Julian Reschke
Mark Nottingham
Bjoern Hoehrmann
Anne van Kesteren
Bjoern Hoehrmann
Anne van Kesteren
Julian Reschke
Anne van Kesteren
_
Stefan Eissing
Julian Reschke
Julian Reschke
Julian Reschke
_
Duncan Cragg
Zhong Yu
Karl Dubost
Zhong Yu
Amos Jeffries
Duncan Cragg
Amos Jeffries
Duncan Cragg
Roberto Peon
Mark Nottingham
Henry Story
Murray S. Kucherawy
tom
Dan Winship
Robert Collins
Willy Tarreau
Robert Collins
Julian Reschke
_
Bjoern Hoehrmann
Julian Reschke
Julian Reschke
Bjoern Hoehrmann
Martin J. Dürst
Peter L
Brian Pane
J Ross Nicoll
Mike Belshe
Peter L
Peter L
Brian Pane
Roberto Peon
Peter L
Peter L
Adrien W. de Croy
Alexey Melnikov
Adrien W. de Croy
Mike Belshe
Julian Reschke
Willy Tarreau
Poul-Henning Kamp
Willy Tarreau
イアンフェッティ
Willy Tarreau
Adrien W. de Croy
Mike Belshe
Willy Tarreau
Mark Nottingham
Peter L
Peter L
Adam Barth
James Snell
_
Amos Jeffries
Julian Reschke
IESG Secretary
Julian Reschke
Poul-Henning Kamp
Anne van Kesteren
Julian Reschke
Willy Tarreau
Poul-Henning Kamp
Julian Reschke
Stefan Eissing
Julian Reschke
Anne van Kesteren
Stefan Eissing
Willy Tarreau
Amos Jeffries
Yngve Nysaeter Pettersen
Julian Reschke
Karl Dubost
Ian Hickson
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Stefan Eissing
Willy Tarreau
Ian Hickson
Ian Hickson
David Morris
Poul-Henning Kamp
Ian Hickson
Ian Hickson
Eric J. Bowman
Ian Hickson
_
Eric J. Bowman
Adrien de Croy
Ian Hickson
Eric J. Bowman
Carsten Bormann
Ian Hickson
Willy Tarreau
Julian Reschke
Anne van Kesteren
Poul-Henning Kamp
Poul-Henning Kamp
Willy Tarreau
Carsten Bormann
Jim Ancona
Ian Hickson
Eric Rescorla
_
Henrik Nordström
Michael Wojcik
Poul-Henning Kamp
Michael Wojcik
Anthony Bryan
Carsten Bormann
Jeroen van der Gun
Julian Reschke
Mark Nottingham
Julian Reschke
Mark Nottingham
Adrien de Croy
Martin J. Dürst
Mark Nottingham
Julian Reschke
Mark Nottingham
Mark Nottingham
Alexey Melnikov
Mark Nottingham
Martin Thomson
Amos Jeffries
Martin Thomson
Peter Saint-Andre
Murray S. Kucherawy
Peter Saint-Andre
Martin Thomson
Murray S. Kucherawy
Martin Thomson
Murray S. Kucherawy
Murray S. Kucherawy
Martin Thomson
Martin Thomson
Murray S. Kucherawy
Martin Thomson
Mark Nottingham
Julian Reschke
Fiona Schmidtke
Amos Jeffries
Fiona Schmidtke
Roy T. Fielding
Amos Jeffries
Martin Thomson
Amos Jeffries
Julian Reschke
Mark Nottingham
James Snell
Mark Nottingham
William A. Rowe Jr.
Mark Nottingham
Adrien de Croy
Mark Nottingham
Carlos Prado García
Willy Tarreau
Amos Jeffries
Poul-Henning Kamp
Thomas Fossati
Willy Tarreau
Ray Polk
Julian Reschke
Amos Jeffries
Patrick McManus
Robert Brewer
Henrik Nordström
Poul-Henning Kamp
John Stevens
Henrik Nordström
Willy Tarreau
Thomas Fossati
Henrik Nordström
Amos Jeffries
Willy Tarreau
Mark Nottingham
Poul-Henning Kamp
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Poul-Henning Kamp
Amos Jeffries
Patrick McManus
Willy Tarreau
Willy Tarreau
Amos Jeffries
Amos Jeffries
Amos Jeffries
Willy Tarreau
Poul-Henning Kamp
Poul-Henning Kamp
Amos Jeffries
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Adrien de Croy
Poul-Henning Kamp
Amos Jeffries
Amos Jeffries
Amos Jeffries
Willy Tarreau
Willy Tarreau
Adrien de Croy
Willy Tarreau
Dale Anderson
Poul-Henning Kamp
William A. Rowe Jr.
Poul-Henning Kamp
Willy Tarreau
Willy Tarreau
Poul-Henning Kamp
Amos Jeffries
Willy Tarreau
Poul-Henning Kamp
Poul-Henning Kamp
Amos Jeffries
Adrien de Croy
Willy Tarreau
Adrien de Croy
Poul-Henning Kamp
Willy Tarreau
Willy Tarreau
Patrick McManus
Poul-Henning Kamp
Patrick McManus
Willy Tarreau
Poul-Henning Kamp
Patrick McManus
Adrien de Croy
Patrick McManus
Patrick McManus
Patrick McManus
éæºæ (wrong string)
Willy Tarreau
John Stevens
Adrien de Croy
Adrien de Croy
Willy Tarreau
Willy Tarreau
Henrik Nordström
Adrien de Croy
Willy Tarreau
Adrien de Croy
Willy Tarreau
Adrien de Croy
Amos Jeffries
Jose Mathew Manimala
David Morris
patrick mcmanus
Mark Nottingham
Mark Nottingham
Willy Tarreau
Willy Tarreau
Mark Nottingham
Willy Tarreau
Mark Nottingham
Poul-Henning Kamp
Poul-Henning Kamp
Poul-Henning Kamp
Mark Nottingham
Mark Nottingham
Amos Jeffries
Amos Jeffries
Jose Mathew Manimala
patrick mcmanus
Willy Tarreau
Willy Tarreau
Willy Tarreau
Julian Reschke
Julian Reschke
Poul-Henning Kamp
Poul-Henning Kamp
Julian Reschke
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Julian Reschke
Karl Dubost
Karl Dubost
陈智昌
Henrik Nordström
Willy Tarreau
Julian Reschke
Henrik Nordström
Julian Reschke
Henrik Nordström
Amos Jeffries
Mark Watson
é™ˆæ™ºæ˜Œ (wrong string)
Mark Watson
Willy Tarreau
Adrien W. de Croy
Mark Watson
Adrien W. de Croy
Mike Belshe
陈智昌
Mark Watson
Roberto Peon
Willy Tarreau
Willy Tarreau
Poul-Henning Kamp
Willy Tarreau
Poul-Henning Kamp
Mark Nottingham
Amos Jeffries
Mark Watson
Willy Tarreau
Tobias Oberstein
Tobias Oberstein
Tobias Oberstein
Mike Belshe
Willy Tarreau
Mike Belshe
Julian Reschke
Willy Tarreau
patrick mcmanus
Amos Jeffries
Adrien de Croy
Willy Tarreau
Willy Tarreau
Poul-Henning Kamp
Julian Reschke
Roy T. Fielding
Willy Tarreau
Patrick McManus
Willy Tarreau
Patrick McManus
saravanakumar Annamalaisami
Willy Tarreau
Adrien de Croy
Henrik Nordström
Poul-Henning Kamp
Willy Tarreau
Mike Belshe
Mike Belshe
Mike Belshe
Eric Rescorla
Henrik Nordström
Poul-Henning Kamp
Adrien de Croy
Eric Rescorla
Henrik Nordström
Adrien de Croy
Poul-Henning Kamp
Mike Belshe
Henrik Nordström
Amos Jeffries
Brian Pane
Adrien de Croy
Willy Tarreau
Willy Tarreau
Willy Tarreau
Brian Pane
Willy Tarreau
Brian Pane
Willy Tarreau
Mike Belshe
Henrik Nordström
Willy Tarreau
Henrik Nordström
Roy T. Fielding
Mike Belshe
Philippe Mougin
Amos Jeffries
Mark Nottingham
Mark Nottingham
Amos Jeffries
Mark Nottingham
Alexei Khlebnikov
Bjoern Hoehrmann
Julian Reschke
IESG Secretary
